CMDLINE E:\Phis-shield-res\.env\Scripts\python.exe app.py
MEM 3.535156 1745598289.0816
MEM 3.535156 1745598289.1896
MEM 3.535156 1745598289.2999
MEM 3.535156 1745598289.4098
MEM 3.535156 1745598289.5201
MEM 3.535156 1745598289.6302
MEM 3.535156 1745598289.7415
MEM 3.535156 1745598289.8536
MEM 3.535156 1745598289.9634
MEM 3.535156 1745598290.0744
MEM 3.535156 1745598290.1841
MEM 3.535156 1745598290.2943
MEM 3.535156 1745598290.4092
MEM 3.535156 1745598290.5152
MEM 3.535156 1745598290.6257
MEM 3.535156 1745598290.7359
MEM 3.535156 1745598290.8450
MEM 3.535156 1745598290.9570
MEM 3.535156 1745598291.0680
MEM 3.535156 1745598291.1780
MEM 3.535156 1745598291.2892
MEM 3.535156 1745598291.4001
MEM 3.535156 1745598291.5121
MEM 3.535156 1745598291.6220
MEM 3.535156 1745598291.7322
MEM 3.535156 1745598291.8425
MEM 3.535156 1745598291.9535
MEM 3.535156 1745598292.0655
MEM 3.535156 1745598292.1746
MEM 3.535156 1745598292.2866
MEM 3.535156 1745598292.3966
MEM 3.535156 1745598292.5086
MEM 3.535156 1745598292.6186
MEM 3.535156 1745598292.7293
MEM 3.535156 1745598292.8406
MEM 3.535156 1745598292.9508
MEM 3.535156 1745598293.0610
MEM 3.535156 1745598293.1711
MEM 3.535156 1745598293.2804
MEM 3.535156 1745598293.3914
MEM 3.535156 1745598293.5034
MEM 3.535156 1745598293.6144
MEM 3.535156 1745598293.7254
MEM 3.535156 1745598293.8364
MEM 3.535156 1745598293.9474
MEM 3.535156 1745598294.0589
MEM 3.535156 1745598294.1709
MEM 3.535156 1745598294.2829
MEM 3.535156 1745598294.3932
MEM 3.535156 1745598294.5047
MEM 3.535156 1745598294.6157
MEM 3.535156 1745598294.7254
MEM 3.535156 1745598294.8356
MEM 3.535156 1745598294.9467
MEM 3.535156 1745598295.0566
MEM 3.535156 1745598295.1666
MEM 3.535156 1745598295.2776
MEM 3.535156 1745598295.3888
MEM 3.535156 1745598295.4996
MEM 3.535156 1745598295.6099
MEM 3.535156 1745598295.7219
MEM 3.535156 1745598295.8317
MEM 3.535156 1745598295.9416
MEM 3.535156 1745598296.0490
MEM 3.535156 1745598296.1611
MEM 3.535156 1745598296.2721
MEM 3.535156 1745598296.3826
MEM 3.535156 1745598296.4939
MEM 3.535156 1745598296.6059
MEM 3.535156 1745598296.7155
MEM 3.535156 1745598296.8298
MEM 3.535156 1745598296.9346
MEM 3.535156 1745598297.0442
MEM 3.535156 1745598297.1529
MEM 3.535156 1745598297.2602
MEM 3.535156 1745598297.3691
MEM 3.535156 1745598297.4782
MEM 3.535156 1745598297.5881
MEM 3.535156 1745598297.6973
MEM 3.535156 1745598297.8074
MEM 3.535156 1745598297.9169
MEM 3.535156 1745598298.0252
MEM 3.535156 1745598298.1345
MEM 3.535156 1745598298.2443
MEM 3.535156 1745598298.3536
MEM 3.535156 1745598298.4630
MEM 3.535156 1745598298.5732
MEM 3.535156 1745598298.6832
MEM 3.535156 1745598298.7920
MEM 3.535156 1745598298.9028
MEM 3.535156 1745598299.0126
MEM 3.535156 1745598299.1221
MEM 3.535156 1745598299.2316
MEM 3.535156 1745598299.3422
MEM 3.535156 1745598299.4542
MEM 3.535156 1745598299.5652
MEM 3.535156 1745598299.6763
MEM 3.535156 1745598299.7860
MEM 3.535156 1745598299.8970
MEM 3.535156 1745598300.0069
MEM 3.535156 1745598300.1176
MEM 3.535156 1745598300.2268
MEM 3.535156 1745598300.3381
MEM 3.535156 1745598300.4491
MEM 3.535156 1745598300.5589
MEM 3.535156 1745598300.6683
MEM 3.535156 1745598300.7760
MEM 3.535156 1745598300.8857
MEM 3.535156 1745598300.9951
MEM 3.535156 1745598301.1045
MEM 3.535156 1745598301.2152
MEM 3.535156 1745598301.3259
MEM 3.535156 1745598301.4379
MEM 3.535156 1745598301.5476
MEM 3.535156 1745598301.6593
MEM 3.511719 1745598301.7696
MEM 3.511719 1745598301.8797
MEM 3.511719 1745598301.9904
MEM 3.511719 1745598302.1003
MEM 3.511719 1745598302.2097
MEM 3.511719 1745598302.3184
MEM 3.511719 1745598302.4268
MEM 3.511719 1745598302.5361
MEM 3.511719 1745598302.6473
MEM 3.511719 1745598302.7533
MEM 3.511719 1745598302.8663
MEM 3.511719 1745598302.9723
MEM 3.511719 1745598303.1043
MEM 3.511719 1745598303.2159
MEM 3.511719 1745598303.3179
MEM 3.511719 1745598303.4289
MEM 3.511719 1745598303.5371
MEM 3.511719 1745598303.6481
MEM 3.511719 1745598303.7591
MEM 3.511719 1745598303.8711
MEM 3.511719 1745598303.9831
MEM 3.511719 1745598304.0924
MEM 3.511719 1745598304.2002
MEM 3.511719 1745598304.3091
MEM 3.511719 1745598304.4194
MEM 3.511719 1745598304.5275
MEM 3.511719 1745598304.6366
MEM 3.511719 1745598304.7465
MEM 3.511719 1745598304.8559
MEM 3.511719 1745598304.9671
MEM 3.511719 1745598305.0759
MEM 3.511719 1745598305.1859
MEM 3.511719 1745598305.2962
MEM 3.511719 1745598305.4056
MEM 3.511719 1745598305.5128
MEM 3.511719 1745598305.6217
MEM 3.511719 1745598305.7316
MEM 3.511719 1745598305.8407
MEM 3.511719 1745598305.9501
MEM 3.511719 1745598306.0597
MEM 3.511719 1745598306.1691
MEM 3.511719 1745598306.2786
MEM 3.511719 1745598306.3891
MEM 3.511719 1745598306.4967
MEM 3.511719 1745598306.6056
MEM 3.511719 1745598306.7150
MEM 3.511719 1745598306.8235
MEM 3.511719 1745598306.9317
MEM 3.511719 1745598307.0409
MEM 3.511719 1745598307.1513
MEM 3.511719 1745598307.2600
MEM 3.511719 1745598307.3700
MEM 3.511719 1745598307.4817
MEM 3.511719 1745598307.5910
MEM 3.511719 1745598307.6990
MEM 3.511719 1745598307.8094
MEM 3.511719 1745598307.9180
MEM 3.511719 1745598308.0252
MEM 3.511719 1745598308.1353
MEM 3.511719 1745598308.2443
MEM 3.511719 1745598308.3552
MEM 3.511719 1745598308.4653
MEM 3.511719 1745598308.5744
MEM 3.511719 1745598308.6836
MEM 3.511719 1745598308.7932
MEM 3.511719 1745598308.9018
MEM 3.511719 1745598309.0115
MEM 3.511719 1745598309.1197
MEM 3.511719 1745598309.2288
MEM 3.511719 1745598309.3407
MEM 3.511719 1745598309.4468
MEM 3.511719 1745598309.5555
MEM 3.511719 1745598309.6649
MEM 3.511719 1745598309.7742
MEM 3.511719 1745598309.8859
MEM 3.511719 1745598309.9956
MEM 3.511719 1745598310.1047
MEM 3.511719 1745598310.2134
MEM 3.511719 1745598310.3227
MEM 3.511719 1745598310.4318
MEM 3.511719 1745598310.5412
MEM 3.511719 1745598310.6504
MEM 3.511719 1745598310.7601
MEM 3.511719 1745598310.8688
MEM 3.511719 1745598310.9772
MEM 3.511719 1745598311.0889
MEM 3.511719 1745598311.1968
MEM 3.511719 1745598311.3071
MEM 3.511719 1745598311.4153
MEM 3.511719 1745598311.5242
MEM 3.511719 1745598311.6330
MEM 3.511719 1745598311.7419
MEM 3.511719 1745598311.8513
MEM 3.511719 1745598311.9593
MEM 3.511719 1745598312.0709
MEM 3.511719 1745598312.1767
MEM 3.511719 1745598312.2863
MEM 3.511719 1745598312.3958
MEM 3.511719 1745598312.5059
MEM 3.511719 1745598312.6147
MEM 3.511719 1745598312.7253
MEM 3.511719 1745598312.8346
MEM 3.511719 1745598312.9446
MEM 3.511719 1745598313.0540
MEM 3.511719 1745598313.1621
MEM 3.511719 1745598313.2716
MEM 3.511719 1745598313.3808
MEM 3.511719 1745598313.4905
MEM 3.511719 1745598313.5981
MEM 3.511719 1745598313.7076
MEM 3.511719 1745598313.8171
MEM 3.511719 1745598313.9260
MEM 3.511719 1745598314.0355
MEM 3.511719 1745598314.1445
MEM 3.511719 1745598314.2541
MEM 3.511719 1745598314.3630
MEM 3.511719 1745598314.4731
MEM 3.511719 1745598314.5810
MEM 3.511719 1745598314.6911
MEM 3.511719 1745598314.8014
MEM 3.511719 1745598314.9107
MEM 3.511719 1745598315.0192
MEM 3.511719 1745598315.1279
MEM 3.511719 1745598315.2368
MEM 3.511719 1745598315.3467
MEM 3.511719 1745598315.4568
MEM 3.511719 1745598315.5653
MEM 3.511719 1745598315.6754
MEM 3.511719 1745598315.7850
MEM 3.511719 1745598315.8943
MEM 3.511719 1745598316.0040
MEM 3.511719 1745598316.1136
MEM 3.511719 1745598316.2225
MEM 3.511719 1745598316.3319
MEM 3.511719 1745598316.4415
MEM 3.511719 1745598316.5503
MEM 3.511719 1745598316.6589
MEM 3.511719 1745598316.7677
MEM 3.511719 1745598316.8769
MEM 3.511719 1745598316.9864
MEM 3.511719 1745598317.0948
MEM 3.511719 1745598317.2052
MEM 3.511719 1745598317.3137
MEM 3.511719 1745598317.4226
MEM 3.511719 1745598317.5307
MEM 3.511719 1745598317.6404
MEM 3.511719 1745598317.7491
MEM 3.511719 1745598317.8598
MEM 3.511719 1745598317.9685
MEM 3.511719 1745598318.0780
MEM 3.511719 1745598318.1892
MEM 3.511719 1745598318.3000
MEM 3.511719 1745598318.4091
MEM 3.511719 1745598318.5179
MEM 3.511719 1745598318.6278
MEM 3.511719 1745598318.7367
MEM 3.511719 1745598318.8460
MEM 3.511719 1745598318.9560
MEM 3.511719 1745598319.0639
MEM 3.511719 1745598319.1744
MEM 3.511719 1745598319.2834
MEM 3.511719 1745598319.3924
MEM 3.511719 1745598319.5010
MEM 3.511719 1745598319.6112
MEM 3.511719 1745598319.7207
MEM 3.511719 1745598319.8293
MEM 3.511719 1745598319.9384
MEM 3.511719 1745598320.0457
MEM 3.511719 1745598320.1549
MEM 3.511719 1745598320.2631
MEM 3.511719 1745598320.3729
MEM 3.511719 1745598320.4815
MEM 3.511719 1745598320.5911
MEM 3.511719 1745598320.7000
MEM 3.511719 1745598320.8112
MEM 3.511719 1745598320.9212
MEM 3.511719 1745598321.0298
MEM 3.511719 1745598321.1407
MEM 3.511719 1745598321.2499
MEM 3.511719 1745598321.3595
MEM 3.511719 1745598321.4682
MEM 3.511719 1745598321.5780
MEM 3.511719 1745598321.6868
MEM 3.511719 1745598321.7957
MEM 3.511719 1745598321.9051
MEM 3.511719 1745598322.0142
MEM 3.511719 1745598322.1235
MEM 3.511719 1745598322.2330
MEM 3.511719 1745598322.3446
MEM 3.511719 1745598322.4539
MEM 3.511719 1745598322.5646
MEM 3.511719 1745598322.6723
MEM 3.511719 1745598322.7815
MEM 3.511719 1745598322.8897
MEM 3.511719 1745598322.9988
MEM 3.511719 1745598323.1099
MEM 3.511719 1745598323.2173
MEM 3.511719 1745598323.3263
MEM 3.511719 1745598323.4348
MEM 3.511719 1745598323.5447
MEM 3.511719 1745598323.6543
MEM 3.511719 1745598323.7636
MEM 3.511719 1745598323.8744
MEM 3.511719 1745598323.9827
MEM 3.511719 1745598324.0922
MEM 3.511719 1745598324.2017
MEM 3.511719 1745598324.3113
MEM 3.511719 1745598324.4197
MEM 3.511719 1745598324.5294
MEM 3.511719 1745598324.6358
MEM 3.511719 1745598324.7440
MEM 3.511719 1745598324.8530
MEM 3.511719 1745598324.9616
MEM 3.511719 1745598325.0703
MEM 3.511719 1745598325.1792
MEM 3.511719 1745598325.2892
MEM 3.511719 1745598325.3976
MEM 3.511719 1745598325.5061
MEM 3.511719 1745598325.6141
MEM 3.511719 1745598325.7224
MEM 3.511719 1745598325.8319
MEM 3.511719 1745598325.9403
MEM 3.511719 1745598326.0488
MEM 3.511719 1745598326.1582
MEM 3.511719 1745598326.2676
MEM 3.511719 1745598326.3789
MEM 3.511719 1745598326.4879
MEM 3.511719 1745598326.5956
MEM 3.511719 1745598326.7044
MEM 3.511719 1745598326.8121
MEM 3.511719 1745598326.9215
MEM 3.511719 1745598327.0318
MEM 3.511719 1745598327.1413
MEM 3.511719 1745598327.2503
MEM 3.511719 1745598327.3598
MEM 3.511719 1745598327.4684
MEM 3.511719 1745598327.5783
MEM 3.511719 1745598327.6883
MEM 3.511719 1745598327.7984
MEM 3.511719 1745598327.9071
MEM 3.511719 1745598328.0144
MEM 3.511719 1745598328.1244
MEM 3.511719 1745598328.2325
MEM 3.511719 1745598328.3422
MEM 3.511719 1745598328.4506
MEM 3.511719 1745598328.5600
MEM 3.511719 1745598328.6694
MEM 3.511719 1745598328.7786
MEM 3.511719 1745598328.8902
MEM 3.511719 1745598328.9953
MEM 3.511719 1745598329.1051
MEM 3.511719 1745598329.2148
MEM 3.511719 1745598329.3239
MEM 3.511719 1745598329.4325
MEM 3.511719 1745598329.5419
MEM 3.511719 1745598329.6513
MEM 3.511719 1745598329.7599
MEM 3.511719 1745598329.8688
MEM 3.511719 1745598329.9783
MEM 3.511719 1745598330.0900
MEM 3.511719 1745598330.1964
MEM 3.511719 1745598330.3053
MEM 3.511719 1745598330.4141
MEM 3.511719 1745598330.5234
MEM 3.511719 1745598330.6330
MEM 3.511719 1745598330.7417
MEM 3.511719 1745598330.8521
MEM 3.511719 1745598330.9614
MEM 3.511719 1745598331.0708
MEM 3.511719 1745598331.1804
MEM 3.511719 1745598331.2894
MEM 3.511719 1745598331.3978
MEM 3.511719 1745598331.5072
MEM 3.511719 1745598331.6161
MEM 3.511719 1745598331.7249
MEM 3.511719 1745598331.8343
MEM 3.511719 1745598331.9436
MEM 3.511719 1745598332.0525
MEM 3.511719 1745598332.1611
MEM 3.511719 1745598332.2699
MEM 3.511719 1745598332.3794
MEM 3.511719 1745598332.4898
MEM 3.511719 1745598332.5974
MEM 3.511719 1745598332.7066
MEM 3.511719 1745598332.8184
MEM 3.511719 1745598332.9267
MEM 3.511719 1745598333.0411
MEM 3.511719 1745598333.1463
MEM 3.511719 1745598333.2578
MEM 3.511719 1745598333.3674
MEM 3.511719 1745598333.4758
MEM 3.511719 1745598333.5843
MEM 3.511719 1745598333.6933
MEM 3.511719 1745598333.8029
MEM 3.511719 1745598333.9116
MEM 3.511719 1745598334.0195
MEM 3.511719 1745598334.1295
MEM 3.511719 1745598334.2382
MEM 3.511719 1745598334.3480
MEM 3.511719 1745598334.4570
MEM 3.511719 1745598334.5660
MEM 3.511719 1745598334.6748
MEM 3.511719 1745598334.7841
MEM 3.511719 1745598334.8918
MEM 3.511719 1745598335.0013
MEM 3.511719 1745598335.1120
MEM 3.511719 1745598335.2209
MEM 3.511719 1745598335.3303
MEM 3.511719 1745598335.4404
MEM 3.511719 1745598335.5509
MEM 3.511719 1745598335.6599
MEM 3.511719 1745598335.7699
MEM 3.511719 1745598335.8787
MEM 3.511719 1745598335.9882
MEM 3.511719 1745598336.0974
MEM 3.511719 1745598336.2063
MEM 3.511719 1745598336.3155
MEM 3.511719 1745598336.4234
MEM 3.511719 1745598336.5330
MEM 3.511719 1745598336.6424
MEM 3.511719 1745598336.7517
MEM 3.511719 1745598336.8601
MEM 3.511719 1745598336.9722
MEM 3.511719 1745598337.0785
MEM 3.511719 1745598337.1876
MEM 3.511719 1745598337.2978
MEM 3.511719 1745598337.4052
MEM 3.511719 1745598337.5141
MEM 3.511719 1745598337.6225
MEM 3.511719 1745598337.7310
MEM 3.511719 1745598337.8400
MEM 3.511719 1745598337.9509
MEM 3.511719 1745598338.0594
MEM 3.511719 1745598338.1683
MEM 3.511719 1745598338.2769
MEM 3.511719 1745598338.3859
MEM 3.511719 1745598338.4945
MEM 3.511719 1745598338.6046
MEM 3.511719 1745598338.7132
MEM 3.511719 1745598338.8208
MEM 3.511719 1745598338.9304
MEM 3.511719 1745598339.0410
MEM 3.511719 1745598339.1522
MEM 3.511719 1745598339.2610
MEM 3.511719 1745598339.3709
MEM 3.511719 1745598339.4774
MEM 3.511719 1745598339.5875
MEM 3.511719 1745598339.6956
MEM 3.511719 1745598339.8066
MEM 3.511719 1745598339.9169
MEM 3.511719 1745598340.0264
MEM 3.511719 1745598340.1370
MEM 3.511719 1745598340.2471
MEM 3.511719 1745598340.3565
MEM 3.511719 1745598340.4653
MEM 3.511719 1745598340.5748
MEM 3.511719 1745598340.6856
MEM 3.511719 1745598340.7930
MEM 3.511719 1745598340.9016
MEM 3.511719 1745598341.0106
MEM 3.511719 1745598341.1196
MEM 3.511719 1745598341.2282
FUNC lex_sem.load_dataset 663.9727 1745598301.1943 664.6133 1745598301.2462 0
